Hotels,Prices,Total_Price,Ratings,Booking_Discounts(%),Reviews,Facilities,Address,Informations,City_Name
Capital O 15959 The City Park,743.0,2122.0,4.1768115942028965,64.0,1298.0, Reception ,"Near The City Park, Chirag AlicLane, Hyderabad",2k+ people booked this OYO in last 6 months,Hyderabad
OYO 89833 Devi Residency,929.0,2654.0,4.1768115942028965,65.0,511.0, Reception ,"Secunderabad, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
Capital O 23543 Hotel Vaishnavi,1310.0,4677.0,4.1768115942028965,71.0,1609.0, Reception ,"Near Csi Wesley Church, Paras Towers, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 87972 City Holiday,1105.0,3158.0,4.1768115942028965,65.0,831.0, Parking facility ,"Rangareddy, Hyderabad",11 people booked this hotel in last 6 hours,Hyderabad
Flagship 76687 Ramoji Kothapet,1125.0,4018.0,4.1768115942028965,72.0,2401.0, Private entrance ,"Kothapet, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 700805 Hotel Green Nest Luxory Stay In,1104.0,3941.0,4.1768115942028965,71.0,107.0, Doctor on call ,"500032, Hyderabad",,Hyderabad
Capital O 9796 Hotel Alekhya Residency,1090.0,3892.0,4.1768115942028965,71.0,798.0, Free Wi-Fi ,"Near Global Hospital, Saifabad, Hyderabad",8 people booked this hotel in last 6 hours,Hyderabad
OYO 3586 Ssr Luxury Rooms,1023.0,3652.0,4.1768115942028965,71.0,268.0, Free Wi-Fi ,"Beside Vijaya Bank, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Flagship 69508 Ayaansh Residency,1267.0,3619.0,4.1768115942028965,64.0,1402.0, Parking facility ,"Near Ghousia Masjid, Hitex Road, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 24450 Hotel Surabhi,979.0,2797.0,4.1768115942028965,65.0,984.0, Parking facility ,"Near Vishnu Theatre, Vijayawada Highway,Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 46337 Hotel Vaishnavi,982.0,2807.0,4.1768115942028965,65.0,154.0, Reception ,"Near Bank Of Baroda, Arunodaya Nagar, Hyderabad",,Hyderabad
Flagship 79976 Flagship Near Sri Chaitanya Junior College,1322.0,3778.0,4.0,65.0,1000.0, Elevator ,"Secunderabad, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 88447 Hitech Tower,1209.0,3454.0,4.1768115942028965,65.0,1745.0, Free Wi-Fi ,Near N Convention Centre Hitech City Hyderabad,12 people booked this hotel in last 6 hours,Hyderabad
OYO 702997 Hotel Harsha Grand,999.0,3568.0,4.1768115942028965,72.0,1143.8475836431228, Reception ,"India, Hyderabad",,Hyderabad
OYO 22736 Anuguna Tulasi Grand,1517.0,5418.0,4.1768115942028965,72.0,1755.0, Power backup ,"Near Prathima Hospital, Kukatpally, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse 1019 Galaxy Suites,1208.0,3451.0,4.1768115942028965,65.0,1051.0, Reception ,"500084, Hyderabad",2k+ people booked this OYO in last 6 months,Hyderabad
Capital O 701935 Hotel Royal Grand Inn,1224.0,4369.0,4.1768115942028965,71.0,80.0, Free Wi-Fi ,"Telangana, Hyderabad",,Hyderabad
OYO 66862 Hotel Diamond Park,1067.0,3048.0,4.1768115942028965,64.0,710.0, Reception ,"Near Petrol Bunk, Madhapur, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO 19927 Sri Balaji Lodge,1042.0,3719.0,4.1768115942028965,71.0,142.0, Reception ,"A S Rao Nagar, Hyderabad",,Hyderabad
OYO Townhouse 196 De Alphabet,1642.0,5862.0,4.0,71.0,3618.0, Parking facility ,"Near Sai Baba Temple, Gudimalkapur, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 88350 Hanuma Residency,1236.0,3531.0,4.1768115942028965,65.0,919.0, Hair Dryer ,Behind OZONE Hospital,2k+ people booked this OYO in last 6 months,Hyderabad
Capital O 702631 Hotel Gravity,1018.0,3635.0,4.1768115942028965,71.0,26.0, Doctor on call ,"Telangana, Hyderabad",9 people booked this hotel in last 6 hours,Hyderabad
OYO 70927 Hotel Hyderabad Continental,987.0,2821.0,4.1768115942028965,65.0,1297.0, TV ,"Near Tarakarama Theatre, Sultan Bazar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse White Ridge 112 Shivam Road,1676.0,5985.0,4.1768115942028965,72.0,2569.0, Parking facility ,"New Nallakunta, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 700470 Hotel Night Eye,939.0,2682.0,4.1768115942028965,64.0,157.0, Doctor on call ,", Hyderabad",,Hyderabad
OYO 92953 Sri Navya Grand,958.0,2738.0,4.1768115942028965,65.0,260.0, Reception ,"Malkajgiri, Hyderabad",2 people booked this hotel in last 30 mins,Hyderabad
OYO 76350 Vasudeva Residency,1405.0,4014.0,4.1768115942028965,65.0,640.0, Parking facility ,"Kukatpally, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 79502 Hotel Royal Comfort,1110.0,3965.0,4.1768115942028965,72.0,420.0, Reception ,"Pillar No 1727 5th Floor Sai Prithvi Cyber Arcade Above Bata Showroom, Hyderabad","Hurry, Only 1 room left!",Hyderabad
Capital O 71317 White Ridge,1271.0,4539.0,4.1,72.0,1966.0, Reception ,"Near Khazana Jewellery, Dilsukhnagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 13869 Hotel Saharsh Grand,1603.0,4579.0,4.1768115942028965,64.0,1204.0, Parking facility ,"Near VVC Mahindra, Kothaguda, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
OYO Townhouse 1033 Ameerpet,1817.0,6489.0,4.1,72.0,1207.0, Reception ,"Ameerpet Mandal, Hyderabad",9 people booked this hotel today,Hyderabad
OYO 703020 Aayush Stay Inn,1051.0,3002.0,4.1768115942028965,64.0,1143.8475836431228, Reception ,"Telangana, Hyderabad",,Hyderabad
OYO 702279 Sri Sai Suites,1349.0,4817.0,4.1768115942028965,72.0,37.0, Doctor on call ,"India, Hyderabad",,Hyderabad
OYO 89107 Royal Stay,1538.0,4395.0,4.0,65.0,365.0, Reception ,"3-4-400/36/1 Upperpally Rajendranagar Ranga Reddy. Hyderabad. Telangana, Hyderabad",900+ people booked this OYO in last 6 months,Hyderabad
OYO 85380 Megha Residency,1193.0,3408.0,4.1768115942028965,64.0,216.0, Doctor on call ,"Medchal Malkajgiri, Hyderabad",,Hyderabad
Flagship 75519 White Ridge,1336.0,3817.0,4.1768115942028965,65.0,2173.0, Private entrance ,"Near Sai Sanjeevani Hospital, Huda Colony, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Flagship 703368 Hanuma Botanica,1016.0,1935.0,4.1768115942028965,47.0,1143.8475836431228, Elevator ,"manikonda jagir, Hyderabad",,Hyderabad
Townhouse 1140 Hotel Dream Elite,1632.0,5828.0,4.0,72.0,62.0, Doctor on call ,"India, Hyderabad",,Hyderabad
OYO 30396 Hotel Shri Chaitra,1636.0,4675.0,4.1768115942028965,65.0,106.0, Free Wi-Fi ,"Near Arunodaya, Hayatnagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Flagship 75474 Jntu,1768.0,5052.0,4.1768115942028965,65.0,2824.0, Parking facility ,"Near JNTU BUS STOP, Pragathi Nagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse 707 Grand Krishna,1154.0,4122.0,4.1768115942028965,72.0,474.0, Reception ,"Rangareddy, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
Capital O 7648 Sri Navya Grand,1276.0,4616.0,4.1768115942028965,72.0,651.0, Parking facility ,"Near Cinetown, Miyapur, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 80718 Sri Nirvana Grand,1420.0,4057.0,4.1768115942028965,65.0,854.0, Free Wi-Fi ,"Kondapur, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
Capital O 17375 Hotel Fusion Inn,1079.0,3852.0,4.1768115942028965,71.0,463.0, Parking facility ,"Silpa Park, Hyderabad",900+ people booked this OYO in last 6 months,Hyderabad
Collection O 92493 D Grand Residency,1263.0,3608.0,4.1768115942028965,64.0,299.0, Reception ,"Kukatpally, Hyderabad",900+ people booked this OYO in last 6 months,Hyderabad
OYO Townhouse 234 Ss Aero Prime,1584.0,5657.0,4.1768115942028965,72.0,1050.0, Parking facility ,"SBI Building, Shamshabad, Hyderabad ",All staff vaccinated with 1st dose,Hyderabad
OYO Flagship 7691 Kanha Boutique Hotel,1381.0,4931.0,4.1768115942028965,71.0,1191.0, Free Wi-Fi ,"Near Vijaya Bank, APHB Colony, Hyderabad",All staff vaccinated with both doses,Hyderabad
Capital O 65104 Che Sigma Hotel,1616.0,4198.0,4.1768115942028965,61.0,2363.0, Parking facility ,"Near Narayana High School, Chinthalkunta, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
OYO 9405 Hotel Stay Home,1880.0,6714.0,4.1768115942028965,72.0,2564.0, Elevator ,"Gachibowli, Hyderabad",10 people booked this hotel in last 6 hours,Hyderabad
Collection O 81767 Abhi's R Square,1530.0,4371.0,4.1768115942028965,65.0,527.0, Reception ,"Greater Hyderabad Municipal Corporation East Zone, Hyderabad",600+ people booked this OYO in last 6 months,Hyderabad
Flagship 75583 Thatipally Mansion,1381.0,3947.0,4.1768115942028965,65.0,2326.0, Reception ,"Kothapet., Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse 123 White Ridge Kondapur,1527.0,5454.0,4.2,72.0,2286.0, Parking facility ,"Near Gem Motors, Kondapoor, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Townhouse OAK The Margi Hotel,1722.0,4921.0,4.1,65.0,1105.0, Free Wi-Fi ,"500045, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
OYO 89590 Gs International,540.0,1927.0,4.1768115942028965,71.0,409.0, Parking facility ,"Madhura Nagar, Shamshabad",1k+ people booked this OYO in last 6 months,Hyderabad
Collection O 89619 Hotel Rrr Inn,1186.0,4237.0,4.4,72.0,1203.0, Reception ,"Rangareddy, Hyderabad",28 people booked this hotel in last 6 hours,Hyderabad
OYO 89644 Hotel R Square,1407.0,4019.0,4.1,64.0,117.0, Reception ,"Balapur, Hyderabad",,Hyderabad
OYO 89833 Devi Residency,929.0,2654.0,4.1768115942028965,65.0,511.0, Reception ,"Secunderabad, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO Townhouse 1033 Ameerpet,1817.0,6489.0,4.1,72.0,1207.0, Reception ,"Ameerpet Mandal, Hyderabad",9 people booked this hotel today,Hyderabad
Capital O 90764 Sri Vinayaka Luxury Hotel,1281.0,4574.0,4.1768115942028965,71.0,924.0, Parking facility ,"Gachibowli, Hyderabad",9 people booked this hotel today,Hyderabad
OYO 90936 Dk Reddy Square,800.0,2857.0,4.1768115942028965,72.0,214.0, Parking facility ,"Meerpet, Hyderabad",,Hyderabad
OYO 91014 Honey Heights,1294.0,4619.0,4.3,71.0,634.0, Reception ,"Ward 106 Serilingampally Serilingampalle Mandal, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO 91024 Qualia Homes,1155.0,4124.0,4.1768115942028965,71.0,628.0, Reception ,"500084, Hyderabad",8 people booked this hotel in last 6 hours,Hyderabad
OYO Townhouse 1072 Rks Prestige,1255.0,4481.0,4.1,71.0,740.0, Reception ,"Madhapur, Hyderabad",8 people booked this hotel in last 6 hours,Hyderabad
OYO Townhouse 1073 Hotel Ragas Grand,1296.0,3702.0,4.1768115942028965,64.0,125.0, Reception ,"Telangana Hyderabad Telangana India, Hyderabad",,Hyderabad
OYO 91284 Ambica Lodge,699.0,3217.0,4.1768115942028965,78.0,96.0, Parking facility ,"Punjagutta, Hyderabad",,Hyderabad
OYO 91495 Hotel Vijay Laxmi Residency,1316.0,3761.0,4.1768115942028965,65.0,432.0, Parking facility ,Erragadda Metro Station,1k+ people booked this OYO in last 6 months,Hyderabad
OYO 91582 Hotel Lavish Stay,773.0,2759.0,4.1768115942028965,71.0,291.0, Reception ,"Ecil, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
OYO 91856 Broholic Hotels,1231.0,3517.0,4.4,65.0,328.0, Parking facility ,"Rangareddy, Hyderabad","Hurry, Only 1 room left!",Hyderabad
OYO 92437 Gopi Krishna Inn,814.0,2908.0,4.1768115942028965,72.0,175.0, Hair Dryer ,"Malkajgiri, Hyderabad",,Hyderabad
Collection O 92493 D Grand Residency,1263.0,3608.0,4.1768115942028965,64.0,299.0, Reception ,"Kukatpally, Hyderabad",900+ people booked this OYO in last 6 months,Hyderabad
OYO Townhouse 1093 Unique Suites,1214.0,3469.0,4.1,65.0,965.0, Parking facility ,"Manikonda, Hyderabad",9 people booked this hotel in last 6 hours,Hyderabad
Capital O 92539 Hotel Dream Connect,1530.0,4371.0,4.1768115942028965,65.0,173.0, Reception ,"500073, Hyderabad",700+ people booked this OYO in last 6 months,Hyderabad
OYO 92657 Qualia Pride Financial District,1414.0,4039.0,4.1768115942028965,64.0,447.0, Reception ,", Hyderabad","Hurry, Only 1 room left!",Hyderabad
OYO 91495 Hotel Vijay Laxmi Residency,1316.0,3761.0,4.1768115942028965,65.0,432.0, Parking facility ,Erragadda Metro Station,1k+ people booked this OYO in last 6 months,Hyderabad
Flagship 75711 Kachiguda Railway Station,1454.0,5192.0,4.1768115942028965,72.0,1064.0, Living Room ,"Near Kumar Theatre, Kachiguda, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 67803 R-inn,1362.0,3891.0,4.1768115942028965,65.0,160.0, Parking facility ,"Beside Lane Of Ashley Show Rooms Take Left And Last Take Left Again And Take Right Spot Oyo.banjara Hills, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 11316 Athithi Inn,1617.0,5775.0,4.1768115942028965,72.0,2653.0, Parking facility ,"Near Maithrivanam Complex, Ameerpet, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
OYO Townhouse 496 De Alphabet Hitex,1726.0,4931.0,4.1768115942028965,65.0,1530.0, Reception ,"Hyderabad Telangana India, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO 89390 Hotel R Square,1312.0,3748.0,4.1768115942028965,64.0,59.0, Reception ,"Rangareddy, Hyderabad",,Hyderabad
OYO Townhouse 1014 De Alphabet Hotel Q City,2036.0,5287.0,4.1768115942028965,61.0,1341.0, Reception ,"Rangareddy, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
OYO 93028 Hotel Venkateshwara Grand,1552.0,4435.0,4.1768115942028965,65.0,50.0, Hair Dryer ,"Rangareddy, Hyderabad",Erratic check-in experience,Hyderabad
Capital O 44585 Sri Suprabhat Grand,1426.0,5091.0,4.1768115942028965,71.0,510.0, Parking facility ,"Nera Venkataramana Theater, Hyderabad",700+ people booked this OYO in last 6 months,Hyderabad
Capital O 92539 Hotel Dream Connect,1530.0,4371.0,4.1768115942028965,65.0,173.0, Reception ,"500073, Hyderabad",700+ people booked this OYO in last 6 months,Hyderabad
OYO Townhouse 271 De Alphabet,2497.0,7134.0,4.1768115942028965,65.0,2258.0, Parking facility ,"Jeedimetla, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
"OYO SilverKey 77383 Oyo Silverkey Kondapur, Near Sanskrit School",2616.0,9344.0,4.1768115942028965,72.0,3550.0, Parking facility ,"Kondapur, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 13746 Mint Leaves,1534.0,4384.0,4.1768115942028965,65.0,438.0, Parking facility ,"Annapurna Studios, Jubilee Hills, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 36047 Hotel Metro Palace,1323.0,3781.0,4.1768115942028965,65.0,307.0, Reception ,"Near Global Hospital, Lakdikapul, Hyderabad",,Hyderabad
OYO 8587 Dwell Suites,1486.0,5305.0,4.1768115942028965,71.0,313.0, Parking facility ,"7th Floor, Fresh Living Apartments, Image Hospital Road, Madhapur",,Hyderabad
OYO Townhouse 862 Che Sigma,1824.0,5212.0,4.1768115942028965,65.0,2421.0, Parking facility ,"Malkajgiri, Hyderabad",6 people booked this hotel in last 6 hours,Hyderabad
OYO Townhouse 777 - A3 empire,2226.0,7949.0,4.2,72.0,1979.0, Parking facility ,"Gachibowli, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 13636 Sri Vinayaka Grand,1390.0,3971.0,4.1768115942028965,65.0,184.0, Parking facility ,"Near Vignan Junior College, R B Nagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse 600 Gangothri,1960.0,6999.0,4.1,72.0,3328.0, Private entrance ,Near RP Road BUS STOP,All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse 83357 Hotel Eaglewood Gachibowli,2834.0,8097.0,4.0,65.0,1592.0, Parking facility ,"Beside GHMC Dogs Park, Behind Platina Building, Gachibowli",2k+ people booked this OYO in last 6 months,Hyderabad
OYO Flagship 703321 Lahari Luxorious Rooms,1621.0,3087.0,4.1768115942028965,47.0,1143.8475836431228, Geyser ,"Hyderabad, Hyderabad",,Hyderabad
OYO Townhouse 78364 Townhouse 388 Madhapur,1886.0,6737.0,4.1768115942028965,72.0,1751.0, Parking facility ,"Madhapur, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 37516 Apple Tree ,2779.0,7939.0,4.1768115942028965,65.0,240.0, Parking facility ,"Near South Indian Shopping Mall, Kukatpally, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 42514 Banjara Hills,1998.0,5708.0,4.2,65.0,1569.0, Parking facility ,"Near Aasha hospital, Venkat Nagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO SilverKey 74930 Khajaguda,1810.0,5171.0,4.1768115942028965,65.0,2285.0, Parking facility ,"Manikonda, Hyderabad",3k+ people booked this OYO in last 6 months,Hyderabad
OYO 74184 Hotel Meredian,4433.0,12665.0,4.1768115942028965,65.0,174.0, Parking facility ,"TelanganaIndia500002, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse 1010 The Fern Suites,1789.0,5112.0,4.1768115942028965,65.0,176.0, Elevator ,"Madeenaguda, Hyderabad",,Hyderabad
Flagship 76457 Hotel Avasya,1894.0,5411.0,4.1768115942028965,65.0,573.0, Reception ,"Kphb Phase 6, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 703038 S V Residency Kajaguda,3127.0,5957.0,4.1768115942028965,47.0,1143.8475836431228, Reception ,"India, Hyderabad",,Hyderabad
OYO 30151 Golden Hive,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,2131.0, Parking facility ,"Near Hitech city, Ayyapa Society",All staff vaccinated with 1st dose,Hyderabad
OYO HYD1516 Hotel Aroma Classic,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,1062.0, Reception ,"Ghosha Mahal, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 44149 Qualia Inn Kondapur,1229.0602409638554,3997.843373493976,4.4,68.77911646586345,2307.0, Hair Dryer ,"Gachibowli,botanical garden,Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Flagship 11609 Hotel Ruby Grand,1229.0602409638554,3997.843373493976,4.4,68.77911646586345,1671.0, Power backup ,"Near Apollo Hospital, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO 26883 Vasundhara Guest House,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,1166.0, Reception ,"Near Bombay Hotel, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 86305 Hotel Aroma Classic,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,462.0, Reception ,"15-1-309 Feelkhana Near Acharaya Bhavan Baba Ramdav Mandir Bagum Bazar Hyderabad, Hyderabad",8 people booked this hotel in last 6 hours,Hyderabad
OYO 44583 Alpine Glow Heights,1229.0602409638554,3997.843373493976,4.0,68.77911646586345,755.0, Reception ,"Near Excel Hospitals, Alwal, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 91547 Srinika Inn,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,581.0, Reception ,"Rangareddy, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
Capital O 10225 Wild Wings Hotel,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,783.0, Parking facility ,"Laxmi Nagar Colony, Kothapet, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO Home 79369 Sri Balaji Luxary Rooms,1229.0602409638554,3997.843373493976,4.3,68.77911646586345,1098.0, Free Wi-Fi ,"Rangareddy, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 71916 New Cyber Grand Madhapur,1229.0602409638554,3997.843373493976,4.4,68.77911646586345,2824.0, Parking facility ,"Madhapur,Ayyapa Society,Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 2006 Alpine Glow Sunrise,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,1052.0, Elevator ,"Near RBI Quarters, Begumpet, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 71930 V Guest Inn,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,1459.0, Reception ,"7-1-211/25 Opp Indian Bank DK Road Ameerpet, Hyderabad",6 people booked this hotel in last 6 hours,Hyderabad
OYO 87887 Alpine Glow Crest,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,629.0, AC ,"Shop No. 10-4-A/130/2, Addagutta Road, Teachers Colony, East Marredpally",1k+ people booked this OYO in last 6 months,Hyderabad
OYO 73783 Hotel Sai Pariwar,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,234.0, Private entrance ,"Near Kachiguda Railway Station, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 71210 Jubilee Homes,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,493.0, Parking facility ,"Centrally Located, Near Annapurna Studios, Jubilee Hills, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 86887 Rcc Pristine,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,1162.0, Parking facility ,"Ameerpet, Hyderabad",6 people booked this hotel in last 6 hours,Hyderabad
OYO 43619 Sahasra Residency,1229.0602409638554,3997.843373493976,4.1,68.77911646586345,1389.0, AC ,"Near KPHB Metro Station, Dominos Pizza Building, Beside South India shopping mall, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 36267 Familiar Inn,1229.0602409638554,3997.843373493976,4.1,68.77911646586345,358.0, Parking facility ,"Near RTO Ofiice, Hafeezpet, Hyderabad",4 people booked this hotel in last 1 hour,Hyderabad
OYO Home 78547 Rbs Homes,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,281.0, Free Wi-Fi ,"Medcha Malkajgiri, Hyderabad",,Hyderabad
OYO 28637 Gokul Grand,1229.0602409638554,3997.843373493976,4.0,68.77911646586345,2838.0, Hair Dryer ,"Near SR Nagar Police station, Ameerpet, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Home 79961 Comfortable Stays,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,902.0, Free Wi-Fi ,"Karan Bagh, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Flagship 983 Hotel Surya Residency,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,348.0, Parking facility ,"Near SR Nagar Police Station, Ameerpet, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 61506 Sai Residency,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,665.0, Reception ,"Near Sr nagar metro station, Jawahar Nagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse 359 Begumpet,1229.0602409638554,3997.843373493976,4.0,68.77911646586345,3178.0, Parking facility ,"Vinn Hospital, Begumpet, Hyderabad",16 people booked this hotel in last 6 hours,Hyderabad
Flagship 83917 Lakeview Palace,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,620.0, Reception ,"Hyderabad, Hyderabad",600+ people booked this OYO in last 6 months,Hyderabad
Flagship 87165 Sri Residency,1229.0602409638554,3997.843373493976,4.0,68.77911646586345,956.0, Reception ,"Shivbagh Colony Ameerpet, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
Capital O 702803 Ekasila Suites,1229.0602409638554,3997.843373493976,4.1768115942028965,68.77911646586345,1143.8475836431228, Reception ,"Telangana, Hyderabad",,Hyderabad
