Hotels,Prices,Total_Price,Ratings,Booking_Discounts(%),Reviews,Facilities,Address,Informations,City_Name
Collection O 76598 Revaa,1318.0,4708.0,4.2,72.0,795.0, AC ,"Bidhannagar, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO Flagship 703019 Dk Recedency ,1179.0,3369.0,4.1474576271186425,65.0,787.530612244898, Geyser ,"Kolkata-700064, Kolkata",,Kolkata
OYO 92742 Maa Santoshi Inn,1059.0,3782.0,4.1474576271186425,72.0,35.0, Reception ,"AI Block, Near Tank No 3, Newtown, Kolkata",,Kolkata
OYO Townhouse 1050 Centre Point Inn,3449.0,9855.0,4.2,65.0,768.0, Parking facility ,"Esplanade Row East Beside K. c Das Sweet Esplanade Post Office, Kolkata","Hurry, Only 1 room left!",Kolkata
Townhouse OAK 92847 Hotel Glorious Palace,1800.0,6427.0,4.1,71.0,122.0, Reception ,"Near Topsia More, beside Roshan Garden & Orchid Banquet, Science City area, Kolkata",,Kolkata
Capital O 60061 Krish Residency,1330.0,4748.0,4.1474576271186425,71.0,1424.0, Parking facility ,"Near Action Area I, New Town, Kolkata",All staff vaccinated with 1st dose,Kolkata
 Townhouse OAK Kzar Corporate Hotel,2559.0,10829.0,4.2,76.0,915.0, Free Wi-Fi ,"Sealdah - Entally, Kolkata",All staff vaccinated with 1st dose,Kolkata
Capital O 81908 Dp 001 Dream Plaza,1199.0,4755.0,4.1474576271186425,74.0,70.0, Parking facility ,"street no 197 CC block Newtown action area 1 north 24 parganas, Kolkata",,Kolkata
OYO Townhouse 1029 Eden Rocks,1215.0,4339.0,4.1474576271186425,72.0,195.0, Parking facility ,"Near Biswabangla Gate, Beside Newtown School, DD Block, Street number 295",,Kolkata
OYO Townhouse Hotel Gokul Regency,1799.0,5139.0,4.1474576271186425,64.0,4168.0, AC ,"Opposite ILS Hospital, Nagerbazar, Kolkata.",9 people booked this hotel in last 6 hours,Kolkata
Collection O 85051 Paul Inn - Biswa Bangla Gate,1041.0,2974.0,4.1474576271186425,65.0,168.0, Reception ,"North 24 Paraganas, Kolkata",,Kolkata
Flagship 3675 Kalighat,1359.0,4854.0,4.1474576271186425,72.0,1491.0, Parking facility ,"Near Raja Santosh Road, Alipore, Kolkata",1k+ people booked this OYO in last 6 months,Kolkata
Flagship 64771 The Platinum Inn,1266.0,3617.0,4.1474576271186425,65.0,95.0, Reception ,"Near Barrackpore Wireless More, Kolkata","Hurry, Only 1 room left!",Kolkata
Capital O 83573 Roy And Roy Guest House,1679.0,4797.0,4.1474576271186425,65.0,1603.0, Elevator ,"Lindsay Street Khadya Bhavan, New Market Esplanade Metro Station Kolkata",Erratic check-in experience,Kolkata
OYO 69062 City Palace,1042.0,2977.0,4.1474576271186425,65.0,258.0, Reception ,"Near Metro Station, Rabindra Tirtha, Street No121, Kolkata",Erratic check-in experience,Kolkata
Flagship 81894 Silver Orchid,1346.0,4807.0,4.1474576271186425,72.0,216.0, Parking facility ,"Kalyani expressway near sodepur Muragaccha More, madahyamgram road, kolkata-700110",9 people booked this hotel today,Kolkata
OYO Flagship Trivedi Inn Near Ruby Hospital,1019.0,2911.0,4.1474576271186425,64.0,247.0, Parking facility ,"Kasba, Kolkata","Hurry, Only 1 room left!",Kolkata
OYO Townhouse 75779 The Royal Retreat,2560.0,7314.0,4.2,65.0,3759.0, Private entrance ,"Kolkata International Airport, Belghoria Express Way Noapara & Baranagar Metro Station",All staff vaccinated with 1st dose,Kolkata
OYO 63871 Pg Guest House,1385.0,3957.0,4.1474576271186425,65.0,131.0, Private entrance ,"Near Metropolitan More, Bypass, Kolkata",,Kolkata
Flagship 75068 Tranquil Stay,1587.0,4535.0,4.1474576271186425,65.0,1518.0, Reception ,"Near Alipore guest House, Mangalam, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO Home 79748 Eco Palace Stay,1059.0,3025.0,4.1474576271186425,64.0,271.0, Free Wi-Fi ,"AA-IIB/424, Street No.- 511, OWL More, In Front Of ECO Park, New Town, Action Area-IIB",,Kolkata
 Collection O 17376 Aashi Inn  ,1980.0,5657.0,4.1474576271186425,65.0,122.0, Free Wi-Fi ,"Behind Aahirini Market, Newtown, Kolkata",,Kolkata
OYO 88694 Hotel Valentine,1224.0,3497.0,4.1474576271186425,65.0,120.0, Parking facility ,"Near Acropolis Mall, Kolkata",,Kolkata
Flagship 24205 White Castle,1088.0,3885.0,4.1474576271186425,71.0,60.0, Parking facility ,"Near New Alipore Residency, Behala, Kolkata",,Kolkata
OYO Flagship 77388 Golden Imperial,1324.0,4727.0,4.1474576271186425,71.0,516.0, Reception ,"40/4, Selimpur Petrol Pump, Jodhpur Park, Gariahat Road (South), Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO Flagship 15738 Hotel Ag Star,1278.0,3651.0,4.1474576271186425,65.0,466.0, Free Wi-Fi ,Kolkata International Airport Gate No 1 ,All staff vaccinated with 1st dose,Kolkata
Collection O 76651 Dovers Inn,1370.0,4891.0,4.1474576271186425,71.0,504.0, Private entrance ,"Opp Gariahat Police Station, Kolkata",All staff vaccinated with 1st dose,Kolkata
Townhouse OAK Hotel Radiant,1509.0,4311.0,4.1474576271186425,65.0,1292.0, Reception ,"Park Circus, Kolkata",1k+ people booked this OYO in last 6 months,Kolkata
OYO Home 90068 Amrabati Guest Rooms,1424.0,4069.0,4.1474576271186425,65.0,7.0, Free Wi-Fi ,"Salt Lake City, Kolkata",,Kolkata
Collection O 82694 Aafreen Tower,2117.0,6049.0,4.1474576271186425,65.0,1422.0, AC ,"Esplanade, Kolkata",11 people booked this hotel in last 6 hours,Kolkata
OYO 87562 Amar Raj Vista,1326.0,3788.0,4.1474576271186425,64.0,116.0, Ticket tour assistance ,"Action Area 2D New Town Owl More Eco Space Street no - 523 & 548, Plot No 140, Block - AA - llBB  Kolkata, West Bengal",,Kolkata
OYO 9316 Honey Regency,1346.0,3845.0,4.1474576271186425,64.0,225.0, Free Wi-Fi ,"India, Kolkata",,Kolkata
Townhouse OAK Kzar Select,1945.0,5557.0,4.1474576271186425,65.0,594.0, Reception ,"700017, Kolkata",1k+ people booked this OYO in last 6 months,Kolkata
Collection O 74261 Arihant Bhawan,1429.0,4082.0,4.2,64.0,157.0, Reception ,4th avenue FF block Bhangar- II south 24 Parganas west Bengal India Kolkata west Bengal India 700091,,Kolkata
Townhouse OAK Hotel 1 Lovelock,2247.0,8025.0,4.1474576271186425,72.0,1482.0, Parking facility ,"Ballygunge, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO 89835 Royal Oak Guest House,1312.0,3748.0,4.1474576271186425,64.0,69.0, Elevator ,"Bidhannagar, Kolkata",,Kolkata
Flagship 701026 Scholars Motel (guest House),1432.0,5114.0,4.1474576271186425,72.0,56.0, Free Wi-Fi ,"Esplanade, Kolkata","Hurry, Only 1 room left!",Kolkata
OYO 63864 Guest House,1314.0,3754.0,4.1474576271186425,65.0,131.0, Private entrance ,"Braunfield Road Mominpore Kolkata, Kolkata",,Kolkata
Townhouse OAK Dee Empresa,2154.0,6155.0,4.1474576271186425,65.0,268.0, Doctor on call ,"12/2 A, KYD street near MLA Hostel, Kolkata, 700016",All staff vaccinated with 1st dose,Kolkata
OYO 12210 Comfort N Cozy,1624.0,4639.0,4.1474576271186425,64.0,306.0, Parking facility ,"Near CK CL park club, CK Block, Kolkata",All staff vaccinated with 1st dose,Kolkata
Collection O 76314 De Sivalika Boutique,1582.0,5648.0,4.1474576271186425,71.0,609.0, Private entrance ,"Grand Trunk Road, Belur Math,Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO Flagship 30696 Pigeon Guest House,1340.0,3829.0,4.1474576271186425,65.0,71.0, Parking facility ,", Kolkata",,Kolkata
OYO Townhouse 060 Airport Green Arcade,1688.0,4824.0,4.1474576271186425,65.0,660.0, Reception ,"Kolkata International Airport Gate No 1 Jessore Road, Dum Dum, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO Townhouse 095 Akash Ganga Park Circus,1940.0,5544.0,4.1474576271186425,65.0,1574.0, Free Wi-Fi ,"Beniapukur, Kolkata",All staff vaccinated with 1st dose,Kolkata
Flagship 1865 Hotel Trivedi International,1519.0,4341.0,4.1474576271186425,65.0,125.0, Geyser ,"Tagore Park, Kolkata",,Kolkata
OYO Townhouse 92944 Hotel Pan Asia International,1866.0,5332.0,4.1474576271186425,65.0,65.0, Reception ,"Jatin Das Road, Kolkata",,Kolkata
Townhouse OAK Indeedcare Hotel & Resorts,2231.0,7968.0,4.1474576271186425,72.0,1232.0, Parking facility ,"India ., Kolkata",900+ people booked this OYO in last 6 months,Kolkata
OYO 5718 Pratiksha Guest House,1516.0,5412.0,4.1474576271186425,71.0,9.0, Free Wi-Fi ,"Bangur Avenue Block B, Kolkata Kolkata West Bengal, India 700055",,Kolkata
OYO Flagship 85915 Vicky Guest House,1520.0,4342.0,4.1474576271186425,64.0,48.0, Reception ,"TCS Gitobitan, Kolkata",,Kolkata
Townhouse OAK R S Hotels,1727.0,4934.0,4.1474576271186425,65.0,414.0, AC ,"AI 30, Street Number 33, Behind New Town Bus Stand, New Town, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO Townhouse 424 Beck Bagan Ballygunge,1857.0,5305.0,4.1474576271186425,65.0,503.0, Reception ,"Near Quest Mall, Karaya Road, Kolkata",All staff vaccinated with 1st dose,Kolkata
Townhouse OAK Hotel Tahoura International,2644.0,7554.0,4.1474576271186425,65.0,50.0, Reception ,"West Bengal Kolkata West Bengalindian, Kolkata",,Kolkata
OYO Flagship 702531 M.M HOWRAH MAIDAN HOME STAY,2422.0,8648.0,4.1474576271186425,71.0,787.530612244898, Elevator ,"21, AINUDDIN GHAT MAJHI LANE, HOWRAH",7 people booked this hotel in last 6 hours,Kolkata
OYO Flagship 703346 Avi Gust House ,1769.0,3369.0,4.1474576271186425,47.0,787.530612244898, AC ,"Sector III, Kolkata",,Kolkata
OYO Flagship 83468 Town Stays,1707.0,4877.0,4.1474576271186425,65.0,20.0, Parking facility ,NEAR NEW TOWN BUS STAND AHIRINI MARKET DLF1 ACTION AREA 1,,Kolkata
Flagship 92763 Hotel Hilon,1708.0,4881.0,4.1474576271186425,65.0,75.0, Doctor on call ,"Hazra Road, Kolkata",,Kolkata
Flagship 701154 Dream Palace,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,303.0, Elevator ,"Near Acropolis Mall, Rene Tower, Garden High school Kasba",8 people booked this hotel today,Kolkata
Flagship 701317 Diamond Regency,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,237.0, Free Wi-Fi ,"Near Acropolis Mall, Kolkata",8 people booked this hotel in last 6 hours,Kolkata
OYO 80299 Fantasy Stay Fusion,1092.452380952381,3492.885714285714,4.4,68.31428571428572,1818.0, Free Wi-Fi ,"Kaikhali Main Road Near Chiriamore Maa Sarada Nursing Home, Kolkata",8 people booked this hotel in last 6 hours,Kolkata
Flagship 701132 Diamond Residency,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,115.0, Free Wi-Fi ,"Shantipally, Kolkata",,Kolkata
OYO Townhouse 202 Hotel Aarya Enclave,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,3584.0, Hair Dryer ,"318,Shanti Pally, Kasba, Behind Acropolis Mall, Near Siemens Bus Stop",All staff vaccinated with 1st dose,Kolkata
Flagship 701333 Shree International,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,150.0, Elevator ,"Action Area I, Kolkata",9 people booked this hotel in last 6 hours,Kolkata
Collection O 76820 The Kolkata Hotel,1092.452380952381,3492.885714285714,4.4,68.31428571428572,1491.0, Free Wi-Fi ,"Kasbah North, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO Townhouse 143 Hotel Royal Garden,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,8221.0, Reception ,"Near Jameson Inn, Park St, Kolkata",All staff vaccinated with 1st dose,Kolkata
Collection O 74257 Gokul Residency Jessore Road,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,6697.0, Reception ,"Near Emami City, Nagerbazar, Dum Dum, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO Flagship 701972 Shree Corporate,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,22.0, Free Wi-Fi ,"Sector V, Kolkata",,Kolkata
Flagship 76255 Airport Comfort Stay,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,1834.0, Free Wi-Fi ,"Near Opposite To Hotel Moon Light, Bediapara, Kolkata",All staff vaccinated with 1st dose,Kolkata
Flagship 74334 Hotel Marina,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,3479.0, Reception ,"Near Ladies Park, Beniapukur, Kolkata",All staff vaccinated with 1st dose,Kolkata
Silverkey Executive Stays 36128 Akankha,1092.452380952381,3492.885714285714,4.3,68.31428571428572,1464.0, AC ,"Near Akankha More Hp Petrol Pump, Newtown, Kolkata",2k+ people booked this OYO in last 6 months,Kolkata
Flagship 83239 Royal Plaza,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,2068.0, Parking facility ,"Near GST Bhawan, Ruby, Acropolis Mall",1k+ people booked this OYO in last 6 months,Kolkata
SPOT ON 27697 Trisha Guest House,1092.452380952381,3492.885714285714,4.1,68.31428571428572,1981.0, TV ,"Behind New Life Nurshing Home, Oppssite Arati cinema, Sahabagan, Kolkata",All staff vaccinated with 1st dose,Kolkata
Flagship 77620 Binayak Banquet & Ac Guest House,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,336.0, Doctor on call ,"Behind Binayak Marriage Hall Beside Sayambor Hall, Kolkata",700+ people booked this OYO in last 6 months,Kolkata
Flagship 701567 Dark N Dreams,1092.452380952381,3492.885714285714,4.1,68.31428571428572,23.0, Elevator ,"Near Dhan Math, Kolkata",,Kolkata
Flagship 75581 Hotel Shanavi Chinar Park,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,398.0, Hair Dryer ,"29/2 Sayan Abasan, Nishi Kanan, Beside AR Motors, Chinar Park, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO 48739 Fantasy Stay,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,630.0, Private entrance ,"Near Sector 1, Bidhan Nagar, Kolkata",1k+ people booked this OYO in last 6 months,Kolkata
OYO Flagship 30106 Prafulla Devi Guest House Rajarhat Chomatta,1092.452380952381,3492.885714285714,4.0,68.31428571428572,3760.0, Reception ,"Spandan Nursing Home, Kali Bari Complex Rd, Reekjoyoni, Kolkata, West Bengal 700135  Rajarhat Main Road SRCM Road, Rajarhat Chowmatha Bhatenda Matiagachha,",All staff vaccinated with 1st dose,Kolkata
OYO 37060 Air Sky,1092.452380952381,3492.885714285714,4.3,68.31428571428572,738.0, Hair Dryer ,"VIP Road Kaikhali Taxi Stand Kolkata International Airport, Kolkata 700052, West Bengal",700+ people booked this OYO in last 6 months,Kolkata
OYO 14373 Comfort Stays,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,132.0, Elevator ,"Rajarhat, Kolkata",6 people booked this hotel in last 6 hours,Kolkata
SPOT ON 44386 Petals Residency,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,1239.0, AC ,"Near PVR Diamond Plaza, Kidwai Road, Kolkata",1k+ people booked this OYO in last 6 months,Kolkata
Flagship 81855 Hotel Palace & Om Palace,1092.452380952381,3492.885714285714,4.4,68.31428571428572,15.0, Parking facility ,"India 700100, Kolkata",Erratic check-in experience,Kolkata
OYO Flagship 71381 Adri Hotels,1092.452380952381,3492.885714285714,4.0,68.31428571428572,1265.0, Free Wi-Fi ,"Near Sarojini Naidu College for Women, Golpark, Dumdum Kolkata",All staff vaccinated with 1st dose,Kolkata
Flagship 75066 Kamala Inn Dankuni,1092.452380952381,3492.885714285714,4.1,68.31428571428572,3522.0, Free Wi-Fi ,"T. N. Mukherjee Road, Near Dankuni Housing & Above Lakhotia Medical Centre Dankuni, Hooghly West Bengal",All staff vaccinated with 1st dose,Kolkata
OYO 65716 Ma Kali Guest House,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,215.0, Hair Dryer ,"Near FD Block, Bidhannagar, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO 10880 Silver Inn,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,342.0, Parking facility ,"Near Acropolis Mall, Kashba, Kolkata",,Kolkata
Flagship 92932 Tumpa Inn,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,59.0, Parking facility ,"Near Sector-v Metro Station, Kolkata",,Kolkata
OYO 2506 Hotel Homely Raj,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,1754.0, Free Wi-Fi ,"Manoharpukur Road, Kolkata",9 people booked this hotel today,Kolkata
OYO SilverKey 76015 Deshapriya Park,1092.452380952381,3492.885714285714,4.1,68.31428571428572,1607.0, Private entrance ,"Near EDEN GROUP BUILDING, Manoharpukur, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO 29385 Bengal Inn,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,67.0, Parking facility ,"Near Ankurhati check post, Biswaspara, Kolkata",,Kolkata
OYO Townhouse 726 Hotel All In One,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,2672.0, Reception ,DL-34 Karunamoyee Near Anandalok Hospital Bidhannagar Saltlake,6 people booked this hotel in last 6 hours,Kolkata
Flagship 72573 Sp,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,535.0, AC ,"Near College Road, Shalimar, Kolkata",7 people booked this hotel in last 6 hours,Kolkata
Collection O 81456 Motisarai,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,996.0, Private entrance ,"Off Park Street, Kolkata",All staff vaccinated with 1st dose,Kolkata
Capital O 1487 Hotel Gardenia,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,517.0, Free Wi-Fi ,"Near Laxminarayan Temple, Sarat Bose Road, Kolkata",Erratic check-in experience,Kolkata
SPOT ON 75881 Sonar Bangla Lodge,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,842.0, AC ,"Near Howrah railway station, Howrah AC Market, Kolkata",All staff vaccinated with 1st dose,Kolkata
Flagship 76077 Adri Hotels 2,1092.452380952381,3492.885714285714,4.1,68.31428571428572,1372.0, AC ,"Near ILS Hospitals Dum Dum Nagerbazar Opposite Bhutan House, Kolkata",7 people booked this hotel in last 6 hours,Kolkata
OYO 63936 Sonali Guest House ,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,12.0, TV ,"Near South City Business Park, Anandapur, Kolkata",,Kolkata
OYO 11569 Jalan Lake View,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,587.0, Parking facility ,"Near Beliaghata lake side club, Phool Bagan, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO 75447 Eco Nest,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,457.0, Elevator ,"Near AA1, Newtown, Kolkata",All staff vaccinated with 1st dose,Kolkata
OYO Townhouse 1069 Aadorlys,1092.452380952381,3492.885714285714,4.3,68.31428571428572,410.0, Parking facility ,"Saltlake, Kolkata",12 people booked this hotel in last 6 hours,Kolkata
OYO 47882 Karunamoyee Guest House,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,214.0, Reception ,"Karunamoyee Bus Terminal, Bidhannagar, Kolkata",,Kolkata
OYO 18490 Hotel Jagannath International,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,1543.0, Power backup ,"Belghoriya Expy and Jessore Rd connector 3 No Kolkata International Airport, West Bengal, Kolkata, 700079",All staff vaccinated with 1st dose,Kolkata
OYO 63154 Red Velvet Classic,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,452.0, Parking facility ,Kaikhali Above IndusInd Bank ATM Kolkata International Airport 02 Hotel VIP Road,9 people booked this hotel today,Kolkata
OYO Home 78050 Cozy Studio Collage Square Hotel Maya International,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,926.0, Free Wi-Fi ,Near city college Opp 68 Satsang Ashram Kolkata,9 people booked this hotel in last 6 hours,Kolkata
OYO Flagship 702648 Hotel Radha Kanhaiya,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,29.0, Elevator ,"Sector V Kolkata West Bengal, Kolkata",,Kolkata
Collection O 85324 Hotel Green View,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,376.0, Parking facility ,"Haora, Kolkata",9 people booked this hotel in last 6 hours,Kolkata
OYO 92294 Sagorika Inn,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,114.0, Elevator ,Chinarpark Amenia; Arsalan,,Kolkata
POP 700842 Smriti Villa Classic,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,24.0, Free Wi-Fi ,"IB-66, Saltlake Sec-III, Near Amri Hospital, Smart Bazaar, Saltlake Stadium, Kolkata, India",,Kolkata
Flagship 74922 Penguin Homes,1092.452380952381,3492.885714285714,4.1,68.31428571428572,1101.0, AC ,"Beside Yogayog Bhavan, Kolkata",All staff vaccinated with 1st dose,Kolkata
Collection O 7741 Hotel Hamza International,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,1644.0, Parking facility ,"Near College Street, MG Road, Kolkata",8 people booked this hotel in last 6 hours,Kolkata
OYO KOL1929 Hansaraj Guest House,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,125.0, Reception ,"North 24 Parganas, Kolkata",,Kolkata
Flagship 13524 Swapan Guest House,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,348.0, Free Wi-Fi ,"Cl Block Saltlake, Kolkata",700+ people booked this OYO in last 6 months,Kolkata
OYO Townhouse 727 Hotel The Platinum,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,1738.0, Parking facility ,"Sector-1, Kolkata",All staff vaccinated with 1st dose,Kolkata
Flagship 9662 Kajali Guest House,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,43.0, Free Wi-Fi ,"Near Bosepukur, Kasba, Kolkata",,Kolkata
OYO Flagship 702311 Bigboss Hotel & Restaurant With Lodging,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,787.530612244898, AC ,"Ayeshpur Near flipkart warehouse, Kolkata",,Kolkata
OYO Townhouse 567 MB International,1092.452380952381,3492.885714285714,4.1474576271186425,68.31428571428572,1845.0, Parking facility ,"Beniapukur, Kolkata",11 people booked this hotel in last 6 hours,Kolkata
