Hotels,Prices,Total_Price,Ratings,Booking_Discounts(%),Reviews,Facilities,Address,Informations,City_Name
Townhouse OAK Hotel Prime,2383.0,6808.0,4.0,65.0,1242.0, Free Wi-Fi ,"Near Karnataka Bank, Babusapalya Main Road, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 264 – Q Rooms BTM Layout,3775.0,10785.0,4.134042553191488,65.0,2109.0, Private entrance ,"Near BTM Water Tank, Mico Layout, Bangalore","Hurry, Only 1 room left!",Bangalore
OYO Flagship 702146 Ashreya Inn,617.0,2204.0,4.134042553191488,72.0,794.5655737704918, Free Wi-Fi ,"kumbalgodu post, Bangalore",,Bangalore
Townhouse OAK Hotel Berrys,1772.0,6327.0,4.134042553191488,71.0,412.0, Reception ,"Opposite JP Morgan, Kadubeesanahalli, Bangalore.",1k+ people booked this OYO in last 6 months,Bangalore
Collection O 92919 Global Stay,1454.0,4155.0,4.0,65.0,251.0, Parking facility ,"Rv Layout, Bangalore",8 people booked this hotel in last 6 hours,Bangalore
Collection O 92647 Hotel Aditya Grand,1406.0,4017.0,4.134042553191488,65.0,94.0, Parking facility ,"Belathur Main Road, Bangalore",,Bangalore
OYO 87167 Sri Ranganatha Boarding And Lodging,865.0,2472.0,4.134042553191488,65.0,91.0, Reception ,"Bangalore Urban, Bangalore",,Bangalore
Collection O 27798 Hotel Cosmopolitan,1449.0,5174.0,4.134042553191488,71.0,682.0, Parking facility ,"Near Bengaluru Airport, Palya Gate, Bangalore",All staff vaccinated with 1st dose,Bangalore
Flagship 70859 Pallavi Nilayam,1346.0,4805.0,4.0,71.0,372.0, Reception ,"Near MJ infra, singasamdra, Bangalore",All staff vaccinated with 1st dose,Bangalore
Collection O 73977 Malleswaram,2146.0,7665.0,4.134042553191488,72.0,814.0, AC ,"Near Bsnl Office, Emerald Residency, Bangalore",All staff vaccinated with 1st dose,Bangalore
Flagship 9528 Hotel Midas Casita,1008.0,3599.0,4.134042553191488,71.0,604.0, AC ,"Near Quickr Office, P & T layout, Bangalore",8 people booked this hotel today,Bangalore
OYO Flagship 82840 Chalukya Comforts,989.0,2827.0,4.134042553191488,65.0,11.0, Parking facility ,"Outer Ring Road Bangalore KarnatakaIndia, Bangalore",,Bangalore
Capital O 700595 Blr2548 Elite Stay Jp Nagar,1378.0,3937.0,4.134042553191488,65.0,334.0, Reception ,"6th Phase, Bangalore",13 people booked this hotel today,Bangalore
Flagship 92766 Hotel Metro Inn,1570.0,4485.0,4.2,64.0,423.0, Parking facility ,"Amalodbhavi Nagar Bangalore Karnatakaindia, Bangalore",7 people booked this hotel in last 6 hours,Bangalore
Flagship 7558 Galaxy Inn,2029.0,5798.0,4.134042553191488,65.0,890.0, Hair Dryer ,"Shivaji Nagar, Bangalore",,Bangalore
OYO 41441 Chinthu Comforts,686.0,2451.0,4.134042553191488,72.0,8.0, Private entrance ,"Near Siddaganga Mata, Kythasandra, Bangalore",6 people booked this hotel in last 6 hours,Bangalore
OYO Home 81332 Shiva Shakthi Inn,1357.0,3877.0,4.134042553191488,65.0,1513.0, Parking facility ,"Annaiah Reddy Layout JP Nagar, Bangalore",2k+ people booked this OYO in last 6 months,Bangalore
OYO 86492 Aster Vue Hotel,1011.0,2625.0,4.134042553191488,61.0,455.0, Free Wi-Fi ,"Battarahalli, Bangalore",900+ people booked this OYO in last 6 months,Bangalore
Flagship 701068 Gn Nelli Suites,938.0,3351.0,4.134042553191488,72.0,63.0, Elevator ,"Hosabasavanapura, Bangalore",11 people booked this hotel today,Bangalore
Collection O 75506 Hotel Palmtree,2151.0,7682.0,4.134042553191488,72.0,1292.0, Parking facility ,"Near Halasuru Metro Station, Ulsoor, Bangalore",9 people booked this hotel today,Bangalore
OYO Flagship 703077 Mr Deluxe,1091.0,3118.0,4.134042553191488,65.0,794.5655737704918, Geyser ,"National Highway 275, Bangalore",,Bangalore
Collection O 701570 Royal Elevar,938.0,3351.0,4.134042553191488,72.0,139.0, Elevator ,"Dasarahalli, Bangalore",7 people booked this hotel in last 6 hours,Bangalore
Collection O 81407 Home Comforts,1690.0,4828.0,4.134042553191488,65.0,722.0, Parking facility ,"Bangalore Urban, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Flagship 702432 Shri Sai Boarding And Lodging,644.0,2301.0,4.134042553191488,72.0,794.5655737704918, Free Wi-Fi ,"Gruhalakshmi Housing Colony, Bangalore",,Bangalore
OYO 18626 Royal Residency,1960.0,5599.0,4.134042553191488,64.0,88.0, Free Wi-Fi ,"Near Taj Yeshwantpur, M S K Nagar, Bangalore",8 people booked this hotel today,Bangalore
Capital O 87938 Royal Manyata,1684.0,4812.0,4.134042553191488,65.0,685.0, Parking facility ,"Manyata Tech Park Gate Number 4 Bangalore, Bangalore",1k+ people booked this OYO in last 6 months,Bangalore
OYO Flagship 14799 NR Residency,1664.0,4754.0,4.134042553191488,65.0,343.0, Elevator ,"Near Teacher's colony Park, Jakkasandra, Bangalore",,Bangalore
OYO Townhouse 242 Sarjapur Rd,2022.0,5777.0,4.134042553191488,65.0,808.0, Free Wi-Fi ,"Near Wipro New Office, Kodathi, Bengaluru",2k+ people booked this OYO in last 6 months,Bangalore
OYO 8501 Abhimaani Comforts,1096.0,3912.0,4.134042553191488,71.0,660.0, Parking facility ,Kanakpura main road metro pillar number 45 nearby Banashankari metro station JP Nagar,All staff vaccinated with 1st dose,Bangalore
OYO 75515 Nandi Suites,1205.0,3444.0,4.134042553191488,65.0,55.0, Reception ,"Near Indian Bank, Judicial Layout, Bangalore",,Bangalore
Capital O 88025 Blooms Stay Inn,1450.0,4144.0,4.0,65.0,439.0, Private entrance ,"Bangalore Urban, Bangalore",12 people booked this hotel in last 6 hours,Bangalore
Capital O 62949 Regal Suites,1230.0,4394.0,4.134042553191488,72.0,1003.0, Hair Dryer ,"Centrally Located, Near Sagar Hospital, Hombegowda Nagar, Bangalore",7 people booked this hotel in last 6 hours,Bangalore
Flagship 700856 Sri Sai Grand,1301.0,3717.0,4.134042553191488,65.0,15.0, Elevator ,"Bangalore, Bangalore",,Bangalore
OYO 10378 Hotel Royal Embassy,1387.0,4952.0,4.134042553191488,71.0,49.0, Free Wi-Fi ,"Near Forum Mall, Koramangala, Bangalore",,Bangalore
OYO Flagship 10242 Hotel Shelton Suites,1189.0,4245.0,4.134042553191488,71.0,81.0, Parking facility ,"Near VIVA Toyota, Hunasamaranahalli, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 67994 Om Sai Suites,1090.0,3892.0,4.134042553191488,71.0,245.0, Parking facility ,"Near Government Hospital, HBCS Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 45125 Banashankari Comforts,1093.0,3902.0,4.134042553191488,71.0,23.0, Parking facility ,"Near CBI Office, Ganganagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 88840 Mn Residency,1237.0,3534.0,4.134042553191488,65.0,643.0, Doctor on call ,"Madiwala,  South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, - 560034, India Bangalore.",10 people booked this hotel today,Bangalore
Collection O 92702 Sri Sapthagiri,1414.0,4041.0,4.134042553191488,65.0,135.0, Parking facility ,"Old Madras Road, Near TC Palya Signal Kr puram, Bangalore",,Bangalore
OYO 10291 Sri Venkatadri Residency,1189.0,3397.0,4.134042553191488,65.0,124.0, Elevator ,"Near Maha Bazaar, Mks Square, Bangalore",,Bangalore
OYO Townhouse 490 Indira Nagar Extention Bangalore,2024.0,5784.0,4.134042553191488,65.0,584.0, Free Wi-Fi ,"Kaggadasapura, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 79522 The Host (only Corporate),2400.0,6858.0,4.4,65.0,22.0, Reception ,"Mahadevapura Zone, Bangalore",All staff vaccinated with 1st dose,Bangalore
Collection O Chris Hotel Whitefield ,2123.0,7582.0,4.134042553191488,72.0,271.0, Private entrance ,"Kiadb Export Promotion Industrial Area, Bangalore",,Bangalore
Collection O 701280 Unique Sharavanys,886.0,3162.0,4.134042553191488,71.0,11.0, Elevator ,"Bda Layout Btm 4th Stage, Bangalore",,Bangalore
Collection O 62387 Emara Grand Hotel,2890.0,10322.0,4.134042553191488,72.0,26.0, Private entrance ,"India Bangalore Karnatakaindia560102, Bangalore",,Bangalore
Capital O 47538 Prime Residency,1878.0,6708.0,4.134042553191488,72.0,1003.0, Hair Dryer ,"Near Perseverance HBR, Saint Thomas Town, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 80458 Blooms Inn,2378.0,6794.0,4.2,65.0,391.0, Doctor on call ,"Bangalore Urban, Bangalore",All staff vaccinated with 1st dose,Bangalore
Townhouse OAK Onyx International,1644.0,4698.0,4.134042553191488,65.0,164.0, Doctor on call ,"Karnatakanull, Bangalore",,Bangalore
 OYO Townhouse 149 Siri Residency,1555.0,5554.0,4.134042553191488,72.0,344.0, AC ,"Bhuvaneswari Nagar, Bangalore",13 people booked this hotel today,Bangalore
Collection O 38666 Elmas Hotel,2039.0,5827.0,4.134042553191488,65.0,224.0, Private entrance ,"Near PVR Koramangala, 7th Block, Bangalore",,Bangalore
Capital O 700980 Tierra Woods Manyata,1529.0,4369.0,4.134042553191488,65.0,794.5655737704918, Doctor on call ,"achenahalli main road opp to Manayata gate 5, Bangalore",,Bangalore
OYO Flagship 702712 Sri Sai Comforts,742.0,2648.0,4.134042553191488,71.0,794.5655737704918, Elevator ,"1ST MAIN, Bangalore",7 people booked this hotel in last 6 hours,Bangalore
Flagship 81248 Blooms Residency,2434.0,6954.0,4.0,65.0,973.0, Doctor on call ,"560016, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 361 Sarvar Hospitality,1588.0,5669.0,4.134042553191488,71.0,1342.0, Free Wi-Fi ,"Near kadugudi post office , Brindavan Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
Flagship 92604 Sp Residency,1198.0,3422.0,4.134042553191488,64.0,56.0, Parking facility ,"Btm 2nd Stage, Bangalore",7 people booked this hotel in last 6 hours,Bangalore
Capital O 91101 Karthika Residency,1248.0,4457.0,4.134042553191488,72.0,141.0, Parking facility ,"india, Bangalore",8 people booked this hotel today,Bangalore
OYO Flagship 703240 Pride Inn,1171.0,3347.0,4.134042553191488,65.0,794.5655737704918, Elevator ,"14 cross Hosur Main road, Bangalore",,Bangalore
OYO 9253 Champion Comfort,1299.0,2444.0,4.134042553191488,46.0,306.0, Parking facility ,"Near Sarvodaya College of Nursing, Magadi Rd, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 258 Spruce Hotels Bellandur,2855.0,8157.0,4.2,65.0,1480.0, Coffee/tea maker ,"Bellandur, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Flagship 702198 VSV Avenue Hennur,1527.0,5452.0,4.134042553191488,71.0,41.0, Free Wi-Fi ,"INDIA-., Bangalore",,Bangalore
OYO 10114 Hotel Telehaus International,2299.0,6569.0,4.134042553191488,65.0,197.0, Hair Dryer ,"Near Karnataka Bank, Shanti Nagar, Bangalore",700+ people booked this OYO in last 6 months,Bangalore
OYO Townhouse 040 Global Village Tech Park,2726.0,7788.0,4.134042553191488,65.0,1751.0, Elevator ,"Near Global Tech Park, Rr Nagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Flagship 703044 Gn Nelli Rooms,1555.0,2961.0,4.134042553191488,47.0,794.5655737704918, Geyser ,"Bangalore - , Bangalore",,Bangalore
SPOT ON 703133 Hotel Royal Grandenia,1903.0,3624.0,4.134042553191488,47.0,794.5655737704918, Elevator ,"Krishnarajapura, Bangalore",,Bangalore
OYO Townhouse  363 Sarjapur,1465.0,5232.0,4.134042553191488,72.0,672.0, Free Wi-Fi ,"Near Aet College Junction, Gear Road, Bangalore",All staff vaccinated with 1st dose,Bangalore
Flagship 75538 Hotel Vijay,1486.0,2831.0,4.134042553191488,47.0,50.0, Free Wi-Fi ,"Near Shantiniketan Educational Institute, BTM Layout, Bnagalore",Erratic check-in experience,Bangalore
Collection O 74691 Compact Green View,1276.3691588785048,4141.593457943925,4.4,68.62616822429906,3005.0, Parking facility ,"Near Ejipura Bus stand, Ashwini Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 14203 Chetana Inn,1276.3691588785048,4141.593457943925,4.1,68.62616822429906,1311.0, AC ,"Centrally Located, Near Shanti Niketan School, Kodigehalli, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 91641 Nag Squar Building,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,83.0, Elevator ,"2nd Main Opp Axis Bank, Bangalore",10 people booked this hotel in last 6 hours,Bangalore
Capital O 13184 Savi International,1276.3691588785048,4141.593457943925,4.0,68.62616822429906,1261.0, Reception ,"Near Mantri Square Mall, Sheshadripuram, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Home 79887 The Purple Orchid Stay,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,1689.0, Parking facility ,"Marathahalli, Bangalore",9 people booked this hotel in last 6 hours,Bangalore
OYO Home 82404 Serene Studio Kr Puram,1276.3691588785048,4141.593457943925,4.3,68.62616822429906,511.0, Parking facility ,"560 036, Bangalore",700+ people booked this OYO in last 6 months,Bangalore
OYO 15695 Varcity Comforts,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,1464.0, Elevator ,"560029, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 78555 Royal Keys,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,1865.0, Reception ,"Near ITPL Main Rd, AECS Layout, Bengaluru",All staff vaccinated with 1st dose,Bangalore
OYO 71863 The Red Velvet,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,1246.0, Private entrance ,"Centrally Located, Near Liberty Showroom, Varthur Road, Bangalore",11 people booked this hotel today,Bangalore
OYO 12761 High Street,1276.3691588785048,4141.593457943925,4.3,68.62616822429906,559.0, Free Wi-Fi ,"Near Kalyan silks commercial street, Bangalore",10 people booked this hotel today,Bangalore
SPOT ON 80454 Janapriya Lodge,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,457.0, Parking facility ,"Bangalore Urban, Bangalore",900+ people booked this OYO in last 6 months,Bangalore
Collection O 75491 Near Sarjapur Road (yo Stays ),1276.3691588785048,4141.593457943925,4.2,68.62616822429906,2320.0, Living Room ,"Near Amrita School of Engineering, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 73831 N R Comforts,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,189.0, Parking facility ,"Koramangala, Bangalore",All staff vaccinated with 1st dose,Bangalore
Collection O 14320 Pride Manyata,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,1032.0, Private entrance ,"Near Manyatha Tech Park, P & T Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
Flagship 11640 Hotel Aaira Inn,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,1303.0, Hair Dryer ,"Near Uttam Sagar, Banaswadi main road, Bangalore",1k+ people booked this OYO in last 6 months,Bangalore
Collection O 80212 Druvin boutique hotel,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,260.0, Reception ,"India Bangalore KarnatakaIndia, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO SilverKey Executive Stays 27924 Yelahanka New Town (BLR2341),1276.3691588785048,4141.593457943925,4.2,68.62616822429906,529.0, AC ,"Yelahanka New Town, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 60746 Kings Suites,1276.3691588785048,4141.593457943925,4.2,68.62616822429906,283.0, AC ,"Near Banaswadi Police Station, Hrbr Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 87278 Royal Grand Residency,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,406.0, Doctor on call ,"Bangalore Karnataka, Bangalore",12 people booked this hotel today,Bangalore
OYO 71720 Hotel Fiesta Grand,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,303.0, Hair Dryer ,"Near Mariyappa Road, Jayanagar Ward, Bangalore",Erratic check-in experience,Bangalore
Capital O 70156 Victorian Comforts,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,1227.0, Reception ,"Near Adams Creation, Victoria Layout, Bangalore",6 people booked this hotel in last 6 hours,Bangalore
OYO 39950 Sri Sai Sevalal Comfort's,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,491.0, Hair Dryer ,"Heggde Nagar Main Gate, Bangalore",700+ people booked this OYO in last 6 months,Bangalore
Collection O 70516 Hotel Scarlet,1276.3691588785048,4141.593457943925,4.0,68.62616822429906,229.0, Private entrance ,"India Bangalore Karnataka, Bangalore",700+ people booked this OYO in last 6 months,Bangalore
Capital O 11148 Amethyst Business Hotel,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,2053.0, Doctor on call ,"5th Block, Jayanagar, Bangalore",7 people booked this hotel in last 6 hours,Bangalore
Capital O 75327 Atithi Residency,1276.3691588785048,4141.593457943925,4.0,68.62616822429906,822.0, Living Room ,"Sarjapur Road, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 74308 Kings Suites,1276.3691588785048,4141.593457943925,4.2,68.62616822429906,662.0, Free Wi-Fi ,"Near MSO Colony, Maruthi Seva Nagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 364 Richmond Road,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,1746.0, Reception ,"Near Baldwin Women College, Richmond Town, Bengaluru",All staff vaccinated with 1st dose,Bangalore
OYO 79377 Emara Residency,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,382.0, Reception ,"Bangalore South, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 500 Cbm Residency,1276.3691588785048,4141.593457943925,4.4,68.62616822429906,1185.0, Parking facility ,"H s r Layout, Bangalore",9 people booked this hotel today,Bangalore
Flagship 79958 Together,1276.3691588785048,4141.593457943925,4.2,68.62616822429906,803.0, Reception ,"Bangalore Urban, Bangalore",All staff vaccinated with 1st dose,Bangalore
Flagship 18680 Olivia Comforts,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,1663.0, Reception ,"Near Eat Street, Kormangala, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 273 Hosur Main Road Bommanahalli,1276.3691588785048,4141.593457943925,4.4,68.62616822429906,2028.0, Parking facility ,"Near krishna Theature Bommanahalli, Hosur main road, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 2561 Hotel Resida Service Apartments,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,2066.0, Parking facility ,"Near Domlur Bridge, Indiranagar, Bangalore",4 people booked this hotel in last 1 hour,Bangalore
OYO 80376 Santa Maria,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,679.0, Hair Dryer ,"Jeevan Bhima Nagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 16803 Hotel Blueberry,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,867.0, Parking facility ,"Near Lane 11, Bengaluru, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 33450 Hotel La Prosperite,1276.3691588785048,4141.593457943925,4.2,68.62616822429906,920.0, Parking facility ,"Near Nano Hospital, Bannerghatta Road, Bangalore",8 people booked this hotel in last 6 hours,Bangalore
Flagship 700311 S M Residency,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,73.0, Free Wi-Fi ,"Nagarbhavi, Bangalore",6 people booked this hotel in last 6 hours,Bangalore
OYO Townhouse 049 HSR Layout,1276.3691588785048,4141.593457943925,4.1,68.62616822429906,1253.0, Free Wi-Fi ,"Near HSR Club, Kadalda Meen, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Flagship 702960 Ericon Comfort,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,794.5655737704918, Elevator ,"Hebbal, Bangalore",,Bangalore
Flagship 29620 New Champion Residency,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,611.0, Parking facility ,"Near Old Madras Road, KR Puram, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Flagship 67007 Manyu Inn,1276.3691588785048,4141.593457943925,4.134042553191488,68.62616822429906,409.0, Hair Dryer ,"Near Vibgyor School, HSR Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 159 Sarjapur (Yo Stays),1276.3691588785048,4141.593457943925,4.0,68.62616822429906,1101.0, Doctor on call ,"Near Doddakannelli, Bangalore",All staff vaccinated with 1st dose,Bangalore
