Hotels,Prices,Total_Price,Ratings,Booking_Discounts(%),Reviews,Facilities,Address,Informations,City_Name
OYO Townhouse 77423 Amaraa Farms & Resorts,936.0,3649.0,4.187999999999998,74.0,882.0, Private entrance ,"Arjun Ganj, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Townhouse 139 Ashiyana Smriti Upvan,1390.0,4962.0,4.0,71.0,2702.0, Parking facility ,"Ashiyana, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 76591 Hotel Dolphin,860.0,2457.0,4.187999999999998,65.0,480.0, Doctor on call ,"Sadar, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Townhouse 217 The Awadh Airport,1045.0,3731.0,4.187999999999998,71.0,3104.0, Parking facility ,"Near Amar Shaheed Path, Transport Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
Collection O 79755 Sai Pink Petal,779.0,2225.0,4.187999999999998,64.0,30.0, Doctor on call ,"Sadar, Lucknow",,Lucknow
Flagship 80874 Hotel Moon Palace,1092.0,3121.0,4.187999999999998,65.0,1751.0, Parking facility ,"Sadar, Lucknow",All staff vaccinated with 1st dose,Lucknow
SPOT ON 703244 M V Room's & Banquet,895.0,2558.0,4.187999999999998,65.0,656.7897727272727, Geyser ,"Hari Om Nagar, Lucknow",,Lucknow
OYO Townhouse 1101 Hotel H G,1023.0,3652.0,4.187999999999998,71.0,175.0, Parking facility ,"Kesarbagh, Lucknow","Hurry, Only 1 room left!",Lucknow
Flagship 77588 R K International,966.0,3451.0,4.187999999999998,72.0,1761.0, Private entrance ,"Lucknow Junction, Lucknow",All staff vaccinated with 1st dose,Lucknow
Flagship 43119 Avadh Court Guest House,954.0,3408.0,4.187999999999998,72.0,186.0, Reception ,"Near Patrakarpuram Chaueraha, Gomti Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
Collection O 86001 Orchid Home Stay Inn,927.0,2648.0,4.187999999999998,64.0,741.0, Doctor on call ,"B -1/122 Vineet Khand Gomti Nagar Near Jaipuria School, Lucknow",1k+ people booked this OYO in last 6 months,Lucknow
OYO Townhouse 199 Singapore Mall,1733.0,6189.0,4.187999999999998,72.0,2249.0, Private entrance ,"Near Sahara Hospital, Viraj Khand, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Flagship 703200 Royal Inn,909.0,2598.0,4.187999999999998,65.0,656.7897727272727, Geyser ,"Matiyari, Lucknow",,Lucknow
OYO Townhouse 702 Kachnar House Vikas Nagar,1268.0,4528.0,4.2,72.0,1155.0, Parking facility ,"Near Vikas Nagar Post Office, Sector 2, Lucknow",All staff vaccinated with 1st dose,Lucknow
Capital O 70967 Hotel Aditya Grand,1056.0,3017.0,4.187999999999998,65.0,1166.0, Parking facility ,"Near Airport, LDA Colony, Lucknow",1k+ people booked this OYO in last 6 months,Lucknow
OYO Flagship 702929 Hotel Skyler,951.0,2717.0,4.187999999999998,65.0,656.7897727272727, Geyser ,"viraj Khand, Lucknow",,Lucknow
Capital O 60341 Seven Wonders Inn,1234.0,4408.0,4.187999999999998,72.0,1347.0, Parking facility ,"Near Hussainganj Chauraha, Udaiganj, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 83366 Hotel Sna Grand,799.0,1659.0,4.187999999999998,51.0,425.0, Reception ,"Opp Shringaar Villa, Lucknow",,Lucknow
OYO Townhouse 122 Hotel Ms In,1220.0,3487.0,4.187999999999998,65.0,2097.0, Parking facility ,"Gomti Nagar Extension, Lucknow",12 people booked this hotel in last 6 hours,Lucknow
OYO 82576 Hotel Devpuri Inn,909.0,2598.0,4.187999999999998,65.0,799.0, Reception ,"Near Utrathiya Chauraha Br Ambedkar University Road Lucknow, Lucknow",1k+ people booked this OYO in last 6 months,Lucknow
OYO 702976 Hotel Royal Inn,1016.0,1935.0,4.187999999999998,47.0,656.7897727272727, Geyser ,"Lucknow, Lucknow",,Lucknow
OYO Flagship 64227 A-square Homes,1199.0,3914.0,4.2,69.0,35.0, Reception ,Near Medanta Hospital,All staff vaccinated with 1st dose,Lucknow
OYO Townhouse 1009 Srg Inn,1056.0,3017.0,4.187999999999998,65.0,201.0, Parking facility ,"Lucknow, Lucknow",,Lucknow
OYO 7162 Home Stay Shikhar Paradise,1099.0,3139.0,4.187999999999998,64.0,82.0, Parking facility ,"Near Dayal Chowk, Gomti Nagar, Lucknow",,Lucknow
Collection O 702760 Hotel Royal Presidency,1516.0,5412.0,4.187999999999998,71.0,656.7897727272727, Elevator ,"Hazratganj , Lucknow",,Lucknow
OYO Townhouse 311 Prithvi Resort,1312.0,3748.0,4.2,64.0,2380.0, Private entrance ,"Near Ekana Stadium, Gomtinagar Ext., Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Flagship 17090 Hotel Orchid,1251.0,3574.0,4.187999999999998,65.0,30.0, Free Wi-Fi ,"Near Vinamra Khand, Gomti Nagar, Lucknow",,Lucknow
OYO Flagship 703194 Hotel Nk Paradise,1228.0,2339.0,4.187999999999998,47.0,656.7897727272727, Geyser ,"Udaiganj, Lucknow",,Lucknow
OYO Townhouse 380 Sector 19 Indiranagar,2620.0,7485.0,4.187999999999998,65.0,3480.0, Private entrance ,"19/755 Sector 19 Indira Nagar Lucknow, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Flagship 703299 Hotel Drip Inn,927.0,2648.0,4.187999999999998,64.0,656.7897727272727, Geyser ,"2/653 Sector H Colony  Jankipuram lucknow , Lucknow",,Lucknow
OYO 89618 The Platinum Inn,799.0,2554.0,4.187999999999998,68.0,14.0, Free Wi-Fi ,vibhav khand Near Mantri awas Gomti Nager Lucknow,,Lucknow
OYO Flagship 66107 Just-9 Inn,1319.0,3768.0,4.187999999999998,64.0,254.0, Private entrance ,"Lalkuan Road Lucknow, Lucknow",,Lucknow
OYO 85793 Divyata Pride Jankipuram,949.0,1987.0,4.187999999999998,52.0,383.0, Doctor on call ,"Lucknow Sadar, Lucknow",8 people booked this hotel today,Lucknow
OYO Townhouse 225 Ashiyana Mukut Bazar,1576.0,4504.0,4.187999999999998,65.0,966.0, Free Wi-Fi ,"Sharda Nagar, Lucknow",1k+ people booked this OYO in last 6 months,Lucknow
Collection O 68242 Gaytri Palace,1516.0,5412.0,4.187999999999998,71.0,2.0, Private entrance ,"Near C.B.C.I.D. Office, Gomti Nagar, Lucknow",,Lucknow
OYO Townhouse 244 Munshipuliya,2042.0,5835.0,4.187999999999998,65.0,1812.0, Private entrance ,"Near Munshipuliya Chouraha, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 84061 Sai Hostel & Hotel,1268.0,3624.0,4.187999999999998,65.0,656.7897727272727, Free Wi-Fi ,"House No 7 Gate No 5 Goushala Road Balaganj, Lucknow",,Lucknow
Flagship 76590 Laavin Inn,1700.0,4858.0,4.1,65.0,597.0, Reception ,"Near Lekhraj Metro station, Sanjay Gandhi Puram, Lucknow",800+ people booked this OYO in last 6 months,Lucknow
OYO 84542 Vindh Guest House,4410.0,15751.0,4.187999999999998,72.0,10.0, Reception ,"India, Lucknow",,Lucknow
Collection O 85387 Holidays Inn,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,757.0, Elevator ,"Gomtinagar, Lucknow",6 people booked this hotel in last 6 hours,Lucknow
Collection O 700362 Sitara's,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,138.0, Free Wi-Fi ,"Lucknow, Lucknow",13 people booked this hotel today,Lucknow
OYO Townhouse 579 Riddhi Regency,854.8265306122449,2866.515306122449,4.2,69.38265306122449,2068.0, Private entrance ,"Gomti Nagar, Lucknow",8 people booked this hotel today,Lucknow
OYO 12758 Hotel Greenview Inn,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,953.0, Parking facility ,"Indira Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Townhouse 403 Veridian,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,2452.0, Hair Dryer ,"Near Viraj Khand, Gomti Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Flagship 702573 Hotel R.k.,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,11.0, Free Wi-Fi ,":IIM Road Lucknow Uttar Pradesh , Lucknow",6 people booked this hotel in last 6 hours,Lucknow
SPOT ON 81810 Rameshwaram Palace,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,270.0, AC ,"Lucknow, Lucknow",,Lucknow
OYO 703025 Hotel Park,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,656.7897727272727, Elevator ,"215/409 naka hindola, Lucknow",8 people booked this hotel in last 6 hours,Lucknow
SPOT ON 46219 Satkar Guest House ,854.8265306122449,2866.515306122449,4.2,69.38265306122449,429.0, TV ,"Near Charbagh Metro, Rajendra Nagar, Lucknow",10 people booked this hotel in last 6 hours,Lucknow
Flagship 701070 Ananya Royals,854.8265306122449,2866.515306122449,4.0,69.38265306122449,54.0, Free Wi-Fi ,"Lucknow Lucknow Uttarpradesh India, Lucknow",8 people booked this hotel today,Lucknow
OYO 82473 Hotel Meet,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,425.0, Reception ,"Pandariba Opposite Purana Post Office Charbagh, Lucknow",7 people booked this hotel in last 6 hours,Lucknow
OYO Flagship 702584 Jn Rooms And Banquet,854.8265306122449,2866.515306122449,4.1,69.38265306122449,13.0, Free Wi-Fi ,"hardoi bypass road alamnagar lucknow , Lucknow",6 people booked this hotel in last 6 hours,Lucknow
OYO 85551 Hotel Rudra Palace,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,542.0, Parking facility ,"226023, Lucknow",900+ people booked this OYO in last 6 months,Lucknow
Flagship 79156 Hotel Tokyo,854.8265306122449,2866.515306122449,4.3,69.38265306122449,452.0, Doctor on call ,1/1000 Vinay Khand (patrakarpuram) Near Malik Timber Gomtinagar,All staff vaccinated with 1st dose,Lucknow
Flagship 92692 Star Stay Guest House,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,165.0, Parking facility ,"Star Tower Aliganj Opp Kendriya Bhawan Lucknow, Lucknow",,Lucknow
Capital O 84117 The Diamond Night Inn,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,287.0, Doctor on call ,"Gomti Nagar, Lucknow",6 people booked this hotel in last 6 hours,Lucknow
OYO 45546 Woodstock Homestay,854.8265306122449,2866.515306122449,4.187999999999998,69.38265306122449,65.0, Reception ,"Near Tender Hearts School, Mahanagar, Lucknow",,Lucknow
